supportLang,targetLang,supportFolder,pairFolder,thumbnailPath,youtubeVideoId,youtubeVideoUrl,channelHandle,targetLabel,topic,subtitle
"NE","IT","NE__Nepali","NE__IT__Nepali_to_Italian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__IT__Nepali_to_Italian/youtube_thumbnail.jpg","q_AuXTRLcok","https://www.youtube.com/watch?v=q_AuXTRLcok","@lunacardsnepali","इटालेली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","JA","NE__Nepali","NE__JA__Nepali_to_Japanese","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__JA__Nepali_to_Japanese/youtube_thumbnail.jpg","UEUTBszdHNU","https://www.youtube.com/watch?v=UEUTBszdHNU","@lunacardsnepali","जापानी A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","KA","NE__Nepali","NE__KA__Nepali_to_Georgian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__KA__Nepali_to_Georgian/youtube_thumbnail.jpg","mRxep4m3GIw","https://www.youtube.com/watch?v=mRxep4m3GIw","@lunacardsnepali","जर्जियाली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","KK","NE__Nepali","NE__KK__Nepali_to_Kazakh","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__KK__Nepali_to_Kazakh/youtube_thumbnail.jpg","ctsMkhJaAWc","https://www.youtube.com/watch?v=ctsMkhJaAWc","@lunacardsnepali","काजाख A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","KM","NE__Nepali","NE__KM__Nepali_to_Khmer","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__KM__Nepali_to_Khmer/youtube_thumbnail.jpg","k-EOt6-QUFQ","https://www.youtube.com/watch?v=k-EOt6-QUFQ","@lunacardsnepali","खमेर A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","KN","NE__Nepali","NE__KN__Nepali_to_Kannada","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__KN__Nepali_to_Kannada/youtube_thumbnail.jpg","rZHco3ncozc","https://www.youtube.com/watch?v=rZHco3ncozc","@lunacardsnepali","कन्नाडा A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","KO","NE__Nepali","NE__KO__Nepali_to_Korean","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__KO__Nepali_to_Korean/youtube_thumbnail.jpg","-o9EVFeiOx0","https://www.youtube.com/watch?v=-o9EVFeiOx0","@lunacardsnepali","कोरियाली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","LO","NE__Nepali","NE__LO__Nepali_to_Lao","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__LO__Nepali_to_Lao/youtube_thumbnail.jpg","Idb_st7xfhw","https://www.youtube.com/watch?v=Idb_st7xfhw","@lunacardsnepali","लाओ A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","LT","NE__Nepali","NE__LT__Nepali_to_Lithuanian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__LT__Nepali_to_Lithuanian/youtube_thumbnail.jpg","ihRHBIitm6w","https://www.youtube.com/watch?v=ihRHBIitm6w","","लिथुआनियाली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","LV","NE__Nepali","NE__LV__Nepali_to_Latvian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__LV__Nepali_to_Latvian/youtube_thumbnail.jpg","62s2dhwGIVA","https://www.youtube.com/watch?v=62s2dhwGIVA","","लात्भियाली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","ML","NE__Nepali","NE__ML__Nepali_to_Malayalam","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__ML__Nepali_to_Malayalam/youtube_thumbnail.jpg","csz6PrXKx-4","https://www.youtube.com/watch?v=csz6PrXKx-4","@lunacardsnepali","मलयालम A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","MS","NE__Nepali","NE__MS__Nepali_to_Malay","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__MS__Nepali_to_Malay/youtube_thumbnail.jpg","jriNR2pCXN0","https://www.youtube.com/watch?v=jriNR2pCXN0","@lunacardsnepali","मलाय A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","MY","NE__Nepali","NE__MY__Nepali_to_Burmese","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__MY__Nepali_to_Burmese/youtube_thumbnail.jpg","TkT42hUei3Y","https://www.youtube.com/watch?v=TkT42hUei3Y","@lunacardsnepali","बर्मेली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","NB","NE__Nepali","NE__NB__Nepali_to_Norwegian-Bokmal","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__NB__Nepali_to_Norwegian-Bokmal/youtube_thumbnail.jpg","c0GBP1kNY9Y","https://www.youtube.com/watch?v=c0GBP1kNY9Y","@lunacardsnepali","नर्वेली बोकमाल A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","NL","NE__Nepali","NE__NL__Nepali_to_Dutch","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__NL__Nepali_to_Dutch/youtube_thumbnail.jpg","jD8QsNKH-p4","https://www.youtube.com/watch?v=jD8QsNKH-p4","@lunacardsnepali","डच A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","NO","NE__Nepali","NE__NO__Nepali_to_Norwegian-Bokmal","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__NO__Nepali_to_Norwegian-Bokmal/youtube_thumbnail.jpg","c0GBP1kNY9Y","https://www.youtube.com/watch?v=c0GBP1kNY9Y","","नर्वेली बोकमाल A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","PL","NE__Nepali","NE__PL__Nepali_to_Polish","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__PL__Nepali_to_Polish/youtube_thumbnail.jpg","WSG9giDGo5M","https://www.youtube.com/watch?v=WSG9giDGo5M","@lunacardsnepali","पोलिस A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","PT","NE__Nepali","NE__PT__Nepali_to_Portuguese","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__PT__Nepali_to_Portuguese/youtube_thumbnail.jpg","FWHjx5UbUKk","https://www.youtube.com/watch?v=FWHjx5UbUKk","@lunacardsnepali","पोर्तुगी A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","PT-BR","NE__Nepali","NE__PT-BR__Nepali_to_Portuguese-Brazil","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__PT-BR__Nepali_to_Portuguese-Brazil/youtube_thumbnail.jpg","KpX4SVaZ9Uk","https://www.youtube.com/watch?v=KpX4SVaZ9Uk","@lunacardsnepali","पोर्तुगी (ब्राजिल) A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","RO","NE__Nepali","NE__RO__Nepali_to_Romanian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__RO__Nepali_to_Romanian/youtube_thumbnail.jpg","rsafTS_0YFU","https://www.youtube.com/watch?v=rsafTS_0YFU","@lunacardsnepali","रोमानियाली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","RU","NE__Nepali","NE__RU__Nepali_to_Russian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__RU__Nepali_to_Russian/youtube_thumbnail.jpg","2pj0DnZ-ftc","https://www.youtube.com/watch?v=2pj0DnZ-ftc","@lunacardsnepali","रसियाली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","RU,PL,CS,SK","NE__Nepali","NE__RU,PL,CS,SK__Nepali_to_RU-PL-CS-SK","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__RU,PL,CS,SK__Nepali_to_RU-PL-CS-SK/youtube_thumbnail.jpg","v8Zs7XemD-E","https://www.youtube.com/watch?v=v8Zs7XemD-E","","RU,PL,CS,SK A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","SI","NE__Nepali","NE__SI__Nepali_to_Sinhala","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__SI__Nepali_to_Sinhala/youtube_thumbnail.jpg","-MXp2DD4Dnw","https://www.youtube.com/watch?v=-MXp2DD4Dnw","@lunacardsnepali","सिन्हाली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","SK","NE__Nepali","NE__SK__Nepali_to_Slovak","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__SK__Nepali_to_Slovak/youtube_thumbnail.jpg","fvrRjop3w-0","https://www.youtube.com/watch?v=fvrRjop3w-0","@lunacardsnepali","स्लोभाकियाली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","SL","NE__Nepali","NE__SL__Nepali_to_Slovenian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__SL__Nepali_to_Slovenian/youtube_thumbnail.jpg","XOMP295hBUk","https://www.youtube.com/watch?v=XOMP295hBUk","","स्लोभेनियाली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","SR","NE__Nepali","NE__SR__Nepali_to_Serbian-Latin","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__SR__Nepali_to_Serbian-Latin/youtube_thumbnail.jpg","Xbt-wKFM6d4","https://www.youtube.com/watch?v=Xbt-wKFM6d4","","सर्बियाली (ल्याटिन) A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","SV","NE__Nepali","NE__SV__Nepali_to_Swedish","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__SV__Nepali_to_Swedish/youtube_thumbnail.jpg","JnzjTp20tfs","https://www.youtube.com/watch?v=JnzjTp20tfs","","स्विडिस A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","SW","NE__Nepali","NE__SW__Nepali_to_Swahili","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__SW__Nepali_to_Swahili/youtube_thumbnail.jpg","BDmlLvWsbdg","https://www.youtube.com/watch?v=BDmlLvWsbdg","","स्वाहिली A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","TA","NE__Nepali","NE__TA__Nepali_to_Tamil","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__TA__Nepali_to_Tamil/youtube_thumbnail.jpg","IeAwIluHH1E","https://www.youtube.com/watch?v=IeAwIluHH1E","","तामिल A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"NE","ZH,JA,KO","NE__Nepali","NE__ZH,JA,KO__Nepali_to_ZH-JA-KO","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/NE__Nepali/NE__ZH,JA,KO__Nepali_to_ZH-JA-KO/youtube_thumbnail.jpg","egEGUAHkeMo","https://www.youtube.com/watch?v=egEGUAHkeMo","","ZH,JA,KO A1","भान्साका सामान","भाँडा र सामान। आधारभूत स्तर।"
"PT","AZ","PT__Portuguese","PT__AZ__Portuguese_to_Azerbaijani","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__AZ__Portuguese_to_Azerbaijani/youtube_thumbnail.jpg","yXNG25oG7cQ","https://www.youtube.com/watch?v=yXNG25oG7cQ","","Azerbaijano A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","BG","PT__Portuguese","PT__BG__Portuguese_to_Bulgarian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__BG__Portuguese_to_Bulgarian/youtube_thumbnail.jpg","DQAex-U3SDc","https://www.youtube.com/watch?v=DQAex-U3SDc","","Búlgaro A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","BN","PT__Portuguese","PT__BN__Portuguese_to_Bangla","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__BN__Portuguese_to_Bangla/youtube_thumbnail.jpg","IDdYhteOT7w","https://www.youtube.com/watch?v=IDdYhteOT7w","","Bengali A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","CS","PT__Portuguese","PT__CS__Portuguese_to_Czech","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__CS__Portuguese_to_Czech/youtube_thumbnail.jpg","aoueWSueLLg","https://www.youtube.com/watch?v=aoueWSueLLg","","Tcheco A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","DA","PT__Portuguese","PT__DA__Portuguese_to_Danish","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__DA__Portuguese_to_Danish/youtube_thumbnail.jpg","f9T5712ISM8","https://www.youtube.com/watch?v=f9T5712ISM8","","Dinamarquês A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","DE","PT__Portuguese","PT__DE__Portuguese_to_German","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__DE__Portuguese_to_German/youtube_thumbnail.jpg","gWW7hLfnImI","https://www.youtube.com/watch?v=gWW7hLfnImI","","Alemão A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","EN,ES,FR,DE","PT__Portuguese","PT__EN,ES,FR,DE__Portuguese_to_EN-ES-FR-DE","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__EN,ES,FR,DE__Portuguese_to_EN-ES-FR-DE/youtube_thumbnail.jpg","W9YogLcE9y4","https://www.youtube.com/watch?v=W9YogLcE9y4","","EN,ES,FR,DE A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","ES,FR,IT,RO","PT__Portuguese","PT__ES,FR,IT,RO__Portuguese_to_ES-FR-IT-RO","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__ES,FR,IT,RO__Portuguese_to_ES-FR-IT-RO/youtube_thumbnail.jpg","av4qWbUomBA","https://www.youtube.com/watch?v=av4qWbUomBA","","ES,FR,IT,RO A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","HR","PT__Portuguese","PT__HR__Portuguese_to_Croatian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__HR__Portuguese_to_Croatian/youtube_thumbnail.jpg","7dbLkq9IyK0","https://www.youtube.com/watch?v=7dbLkq9IyK0","@lunacardsportugues","Croata A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","HU","PT__Portuguese","PT__HU__Portuguese_to_Hungarian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__HU__Portuguese_to_Hungarian/youtube_thumbnail.jpg","tihNABOX1ug","https://www.youtube.com/watch?v=tihNABOX1ug","@lunacardsportugues","Húngaro A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","LO","PT__Portuguese","PT__LO__Portuguese_to_Lao","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__LO__Portuguese_to_Lao/youtube_thumbnail.jpg","B-49DedxLJg","https://www.youtube.com/watch?v=B-49DedxLJg","","Laosiano A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","LT","PT__Portuguese","PT__LT__Portuguese_to_Lithuanian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__LT__Portuguese_to_Lithuanian/youtube_thumbnail.jpg","86URbFhNS4I","https://www.youtube.com/watch?v=86URbFhNS4I","","Lituano A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","NE","PT__Portuguese","PT__NE__Portuguese_to_Nepali","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__NE__Portuguese_to_Nepali/youtube_thumbnail.jpg","N6Tr1bZrn3Q","https://www.youtube.com/watch?v=N6Tr1bZrn3Q","","Nepalês A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","NL","PT__Portuguese","PT__NL__Portuguese_to_Dutch","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__NL__Portuguese_to_Dutch/youtube_thumbnail.jpg","gEmZjNbbHOo","https://www.youtube.com/watch?v=gEmZjNbbHOo","","Holandês A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","NO","PT__Portuguese","PT__NO__Portuguese_to_Norwegian-Bokmal","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__NO__Portuguese_to_Norwegian-Bokmal/youtube_thumbnail.jpg","NtJf6MuQAAc","https://www.youtube.com/watch?v=NtJf6MuQAAc","","Bokmål norueguês A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","PL","PT__Portuguese","PT__PL__Portuguese_to_Polish","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__PL__Portuguese_to_Polish/youtube_thumbnail.jpg","u5CtFa8VVEA","https://www.youtube.com/watch?v=u5CtFa8VVEA","","Polonês A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","PT","PT__Portuguese","PT__PT__Portuguese_to_Portuguese","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__PT__Portuguese_to_Portuguese/youtube_thumbnail.jpg","Thl-w29X-Zc","https://www.youtube.com/watch?v=Thl-w29X-Zc","","Português A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","RO","PT__Portuguese","PT__RO__Portuguese_to_Romanian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__RO__Portuguese_to_Romanian/youtube_thumbnail.jpg","N3qKOLYpG7w","https://www.youtube.com/watch?v=N3qKOLYpG7w","","Romeno A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","RU","PT__Portuguese","PT__RU__Portuguese_to_Russian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__RU__Portuguese_to_Russian/youtube_thumbnail.jpg","NaNrSPg2Z8I","https://www.youtube.com/watch?v=NaNrSPg2Z8I","","Russo A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","RU,PL,CS,SK","PT__Portuguese","PT__RU,PL,CS,SK__Portuguese_to_RU-PL-CS-SK","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__RU,PL,CS,SK__Portuguese_to_RU-PL-CS-SK/youtube_thumbnail.jpg","P9aTbvslv88","https://www.youtube.com/watch?v=P9aTbvslv88","","RU,PL,CS,SK A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","SI","PT__Portuguese","PT__SI__Portuguese_to_Sinhala","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__SI__Portuguese_to_Sinhala/youtube_thumbnail.jpg","XZzl4p5bwbI","https://www.youtube.com/watch?v=XZzl4p5bwbI","","Cingalês A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","SK","PT__Portuguese","PT__SK__Portuguese_to_Slovak","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__SK__Portuguese_to_Slovak/youtube_thumbnail.jpg","Euiyg_Dk55A","https://www.youtube.com/watch?v=Euiyg_Dk55A","","Eslovaco A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","ZH","PT__Portuguese","PT__ZH__Portuguese_to_Chinese","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__ZH__Portuguese_to_Chinese/youtube_thumbnail.jpg","bbhmfLi9JU0","https://www.youtube.com/watch?v=bbhmfLi9JU0","","Chinês A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT","ZH,JA,KO","PT__Portuguese","PT__ZH,JA,KO__Portuguese_to_ZH-JA-KO","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT__Portuguese/PT__ZH,JA,KO__Portuguese_to_ZH-JA-KO/youtube_thumbnail.jpg","HAy1fGfptJI","https://www.youtube.com/watch?v=HAy1fGfptJI","","ZH,JA,KO A1","Utensílios de cozinha","Loiça e utensílios. Nível básico."
"PT-BR","AZ","PT-BR__Portuguese-Brazil","PT-BR__AZ__Portuguese-Brazil_to_Azerbaijani","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT-BR__Portuguese-Brazil/PT-BR__AZ__Portuguese-Brazil_to_Azerbaijani/youtube_thumbnail.jpg","yXNG25oG7cQ","https://www.youtube.com/watch?v=yXNG25oG7cQ","@lunacardsportugues","Azerbaijano A1","Utensílios de cozinha","Louça e utensílios. Nível básico."
"PT-BR","BG","PT-BR__Portuguese-Brazil","PT-BR__BG__Portuguese-Brazil_to_Bulgarian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/PT-BR__Portuguese-Brazil/PT-BR__BG__Portuguese-Brazil_to_Bulgarian/youtube_thumbnail.jpg","DQAex-U3SDc","https://www.youtube.com/watch?v=DQAex-U3SDc","@lunacardsportugues","Búlgaro A1","Utensílios de cozinha","Louça e utensílios. Nível básico."
